markdown_content,index_in_notebook,author_name,notebook_title,markdown_key
"### 2.5.4 Normalized information about building where the client lives

Why those Normalized information got many 0s and 1s? such as this one:",12,kingychiu,home-credit-eda-distributions-and-outliers,kingychiu_home-credit-eda-distributions-and-outliers_m12
"### 2.5.5 OBS_30_CNT_SOCIAL_CIRCLE
How many observation of client's social surroundings with observable 30 DPD (days past due) default

Is it normal to have over 350 social surroundings overations?",13,kingychiu,home-credit-eda-distributions-and-outliers,kingychiu_home-credit-eda-distributions-and-outliers_m13
"# 3 bureau.csv

Pending",14,kingychiu,home-credit-eda-distributions-and-outliers,kingychiu_home-credit-eda-distributions-and-outliers_m14
"Thanks for reading, this is my first attempt to try making a relatively complete EDA & visualization. Please let me know if you have any suggestions, I am desired to learn new things.",15,kingychiu,home-credit-eda-distributions-and-outliers,kingychiu_home-credit-eda-distributions-and-outliers_m15
"# Preprocessing
## Solution 3",0,kkaczmarek,features-application-data-open-solution,kkaczmarek_features-application-data-open-solution_m0
"[Martin Kotek (Competition Host): ""Value 365243 denotes infinity in DAYS variables in the datasets, therefore you can consider them NA values. Also XNA/XAP denote NA values.""](https://www.kaggle.com/c/home-credit-default-risk/discussion/57247)",1,kkaczmarek,features-application-data-open-solution,kkaczmarek_features-application-data-open-solution_m1
"# Feature Engineering
## Solution 3
### Hand crafted features",2,kkaczmarek,features-application-data-open-solution,kkaczmarek_features-application-data-open-solution_m2
### Aggregation features,3,kkaczmarek,features-application-data-open-solution,kkaczmarek_features-application-data-open-solution_m3
"## Solution 4 
### Hand crafted features
* diff features",4,kkaczmarek,features-application-data-open-solution,kkaczmarek_features-application-data-open-solution_m4
* unemployed,5,kkaczmarek,features-application-data-open-solution,kkaczmarek_features-application-data-open-solution_m5
* age binns,6,kkaczmarek,features-application-data-open-solution,kkaczmarek_features-application-data-open-solution_m6
"# Feature Engineering
## Solution 3",0,kkaczmarek,features-installments-data-open-solution,kkaczmarek_features-installments-data-open-solution_m0
## Aggregations,1,kkaczmarek,features-installments-data-open-solution,kkaczmarek_features-installments-data-open-solution_m1
# Solution 4,2,kkaczmarek,features-installments-data-open-solution,kkaczmarek_features-installments-data-open-solution_m2
## per id aggregations,3,kkaczmarek,features-installments-data-open-solution,kkaczmarek_features-installments-data-open-solution_m3
## Per id k last installment information,4,kkaczmarek,features-installments-data-open-solution,kkaczmarek_features-installments-data-open-solution_m4
## per id dynamic ,5,kkaczmarek,features-installments-data-open-solution,kkaczmarek_features-installments-data-open-solution_m5
"### helper functions
These functions are just helpers :)",0,kkaczmarek,features-pos-cash-balance-open-solution,kkaczmarek_features-pos-cash-balance-open-solution_m0
### Aggregations,1,kkaczmarek,features-pos-cash-balance-open-solution,kkaczmarek_features-pos-cash-balance-open-solution_m1
"## Solution 4
### Hand crafted features",2,kkaczmarek,features-pos-cash-balance-open-solution,kkaczmarek_features-pos-cash-balance-open-solution_m2
"## Solution 5

### Hand crafted features",3,kkaczmarek,features-pos-cash-balance-open-solution,kkaczmarek_features-pos-cash-balance-open-solution_m3
### Last loan features,4,kkaczmarek,features-pos-cash-balance-open-solution,kkaczmarek_features-pos-cash-balance-open-solution_m4
### Trend features,5,kkaczmarek,features-pos-cash-balance-open-solution,kkaczmarek_features-pos-cash-balance-open-solution_m5
"# Feature Engineering
## Solution 3",0,kkaczmarek,features-previous-application-data-open-solution,kkaczmarek_features-previous-application-data-open-solution_m0
### Aggregations,1,kkaczmarek,features-previous-application-data-open-solution,kkaczmarek_features-previous-application-data-open-solution_m1
"## Solution 4
### Hand crafted features",2,kkaczmarek,features-previous-application-data-open-solution,kkaczmarek_features-previous-application-data-open-solution_m2
Bayesian Optimzation code copied here for display purposes,0,ogrellier,home-credit-hyperopt-optimization,ogrellier_home-credit-hyperopt-optimization_m0
CSV files readers and enhancers,1,ogrellier,home-credit-hyperopt-optimization,ogrellier_home-credit-hyperopt-optimization_m1
Hyperopt helper object,2,ogrellier,home-credit-hyperopt-optimization,ogrellier_home-credit-hyperopt-optimization_m2
"Read files, create full dataset and optimize",3,ogrellier,home-credit-hyperopt-optimization,ogrellier_home-credit-hyperopt-optimization_m3
,0,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m0
"this is folked kernel with japanese comment for education

# ホーム・クレジット社 債務不履行リスク - データ探索 + 基本モデル

融資履歴が少なかったり無かったりするために、多くの人々が融資を受けるのに苦労しています。  
そして、残念なことに、このような人々は、怪しげな金貸し屋によってしばしばカモにされます。  
ホームクレジット社は、ポジティブで安全な借入経験を提供することによって、  
銀行口座を持たない人々のためのファイナンシャル・インクルージョン (貧困層に正規の金融取引ができるように改善する解決策を提供すること) を広めるために努力しています。  
この金銭的に不利な人々がポジティブな借入経験を持つことを確実にするために、ホームクレジットは電話や取引情報を含むさまざまな代替データを利用しています。
そして顧客の返済能力を予測しています。

ホームクレジット社は現在、これらの予測を行うためにさまざまな統計的方法や機械学習方法を使用していますが、  
ホームクレジット社は社の持つデータの潜在能力を最大限に発揮するためにKagglersに挑戦を挑みました。  
このコンペにより、返済能力のある顧客が無事借入できること、そして顧客がより確実に返済完了できるような借入額、完済日、返済スケジュールを提供することが可能となるでしょう。

これはホーム・クレジット社債務不履行データについてのデータ探索と基本モデルについての簡単なノートブックです。  
**Contents**   
1. Dataset Preparation    
2. Exploration - Applications Train  
&nbsp;&nbsp;&nbsp;&nbsp; 2.1 Snapshot - Application Train    
&nbsp;&nbsp;&nbsp;&nbsp; 2.2 Distribution of Target Variable    
&nbsp;&nbsp;&nbsp;&nbsp; 2.3 Gender and Contract Type Distribution and Target Variable    
&nbsp;&nbsp;&nbsp;&nbsp; 2.4 Own Realty and Own Car  - Distribution with Target Variable  
&nbsp;&nbsp;&nbsp;&nbsp; 2.5 Suit Type and Income Type    
&nbsp;&nbsp;&nbsp;&nbsp; 2.6 Family Statue and Housing Type   
&nbsp;&nbsp;&nbsp;&nbsp; 2.7 Education Type and Income Type   
&nbsp;&nbsp;&nbsp;&nbsp; 2.8.1 Organization Type and Occupation Type   
&nbsp;&nbsp;&nbsp;&nbsp; 2.8.2 Walls Material, Foundation and House Type   
&nbsp;&nbsp;&nbsp;&nbsp; 2.9 Amount Credit Distribution    
&nbsp;&nbsp;&nbsp;&nbsp; 2.10 Amount Annuity Distribution  
&nbsp;&nbsp;&nbsp;&nbsp; 2.11 Amount Goods Price   
&nbsp;&nbsp;&nbsp;&nbsp; 2.12 Amount Region Population Relative    
&nbsp;&nbsp;&nbsp;&nbsp; 2.13 Days Birth   
&nbsp;&nbsp;&nbsp;&nbsp; 2.14 Days Employed    
&nbsp;&nbsp;&nbsp;&nbsp; 2.15 Num Days Registration  
&nbsp;&nbsp;&nbsp;&nbsp; 2.15 Count of Family Members  
3. Exploration - Bureau Data  
&nbsp;&nbsp;&nbsp;&nbsp; 3.1 Snapshot - Bureau Data    
4. Exploration - Bureau Balance Data  
&nbsp;&nbsp;&nbsp;&nbsp; 4.1 Snapshot - Bureau Balance Data     
5. Exploration - Credit Card Balance Data   
&nbsp;&nbsp;&nbsp;&nbsp; 5.1 Snapshot - Credit Card Balance Data   
6. Exploration - POS Cash Balance Data   
&nbsp;&nbsp;&nbsp;&nbsp; 6.1 Snapshot - POS Cash Balance Data   
7. Exploration - Previous Application Data   
&nbsp;&nbsp;&nbsp;&nbsp; 7.1 Snapshot - Previous Application Data  
&nbsp;&nbsp;&nbsp;&nbsp; 7.2 Contract Status Distribution - Previous Applications  
&nbsp;&nbsp;&nbsp;&nbsp; 7.3 Suite Type Distribution - Previous Application    
&nbsp;&nbsp;&nbsp;&nbsp; 7.4 Client Type Distribution  - Previous Application    
&nbsp;&nbsp;&nbsp;&nbsp; 7.5 Channel Type Distribution - Previous Applications  
7. Exploration - Installation Payments  
&nbsp;&nbsp;&nbsp;&nbsp; 8.1 Snapshot of Installation Payments  
9. Baseline Model  
&nbsp;&nbsp;&nbsp;&nbsp; 9.1 Dataset Preparation  
&nbsp;&nbsp;&nbsp;&nbsp; 9.2 Label Encoding     
&nbsp;&nbsp;&nbsp;&nbsp; 9.3 Validation Sets Preparation    
&nbsp;&nbsp;&nbsp;&nbsp; 9.4 Model Fitting    
&nbsp;&nbsp;&nbsp;&nbsp; 9.5 Feature Importance    
&nbsp;&nbsp;&nbsp;&nbsp; 9.6 Prediction 



## 1. Dataset Preparation ",1,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m1
"## 2. データ探索: Application (ローン申込書)

## 2.1 Application Train の概観

Application データは全ローン申込書の統計情報からなり、各行が1つのローンを表す。",2,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m2
"> 307,511件のローンのデータがあり、列数は122です。

## 2.2 目的変数の分布
目的変数
- 1: 支払が困難なクライアント = クライアントが最初のY回の分割払いの内に少なくとも一回でX日以上延滞していた場合
- 0: それ以外の場合",3,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m3
"> - 目的変数は約282k (85%) が 0 で、わずか24kが 1 です。

## 2.3 どの性別、どの契約タイプがローンを申し込んでいるか
- 性別: クライアントの性別  
- 契約タイプ: ローンがキャッシュかリボ払いか  

### 2.3.1 性別・契約タイプの分布",4,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m4
"> 性別については、女性が多く (202448) 男性は少ない (105059)。  
> 契約タイプについてはキャッシュが主でリボ払いは約29kとかなり少ない。

### 2.3.2 性別・契約タイプと目的変数との関係",5,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m5
## 2.4. 土地所有・車所有,6,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m6
"## 2.5 同伴者・収入形態
- 同伴者 (NAME_TYPE_SUITE): 借入申請書提出時に同伴した人物

### 2.5.1 同伴者・収入形態の値",7,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m7
"> 同伴者のトップ3は同伴者なし (250k)、家族、夫婦である。
> 収入形態は8タイプがありトップは:  
    - Working Class労働階級 (158K)
    - Pensiner 年金受給者 (55K)同伴者

### 2.5.2 同伴者・収入形態と目的変数との関係",8,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m8
"## 2.6. 婚姻状況・住居

### 2.6.1 婚姻状況・住居の値",9,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m9
"> - 既婚の顧客が最も多く (約196k) 独身がそれに続く。
> - 住居は多くが ""一軒家/アパート"" で85%を占め、両親と同居、公営住宅が続く。

### 2.6.2 婚姻状況・住居と目的変数との関係",10,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m10
"## 2.7. 教育

### 2.7.1 教育の分布",11,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m11
"> 多くの割合が中等教育に占められ (218k)、高等教育 (75k) がそれに続く。

### 2.7.2 教育と目的変数との関係",12,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m12
"## 2.8. 組織・業種
-  組織: クライアントが働いている組織
-  業種: クライアントの業種

### 2.8.1 組織・業種の分布",13,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m13
"> 申請者の中で多い業種は労働者 (55k)、販売員 (32k)、コアスタッフ (28k)  
> 多い組織は第3種法人が最多で67kを占める

### 2.8.2 組織・業種と目的変数との関係",14,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m14
"### 2.8.3. 壁の種類・基礎の種類・家屋の種類の分布
変数の意味がよくわかりません…",15,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m15
"> - 平屋が150kでほとんどを占め、特殊家屋、テラスハウスは1500以下である。
> - 壁はパネル、石・レンガがほぼ同数で120k近くを占める。

### 2.8.4 壁の種類・基礎の種類・家屋の種類と目的変数との関係",16,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m16
## 2.9. 借金額の分布,17,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m17
"## 2.10 年金の分布
- 年金: ローン年金 (って何?)",18,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m18
"## 2.11 商品価格の分布
- 商品価格: ローンを組む目的である商品の価格",19,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m19
"## 2.12 相対地域人口分布の分布
- 相対地域人口: 正規化されたクライアントが住んでいる地域の人口 (クライアントがより人工の多い地域に住んでいることを表す) ",20,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m20
"## 2.13 年齢の分布
- 年齢: クライアントが借入申請日の何日前に生まれたか",21,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m21
"## 2.14 雇用日数の分布
- 雇用日数: クライアントが借入申請日の何日前から現在の仕事を始めたか",22,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m22
"## 2.15 登録日の分布
- 登録日: クライアントが借入申請日の何日前に登録情報を更新したか",23,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m23
## 2.16 家族人数,24,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m24
"## 3. 信用情報機関データのデータ探索

信用情報機関によって報告されている顧客の過去の他の金融機関で借入履歴。  
顧客の借入申込日以前の借入回数と同じ行数の借入情報が含まれる。  

## 3.1 信用情報機関データの概観",25,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m25
"## 4. 信用情報機関残高のデータ探索

信用情報機関の過去の借入の月間残高。   
このテーブルには、過去の借入についての各月の残高が1行ずつ記録されています。  
テーブルの各列には、ある借入のx月 (借入申請からxヶ月前) の債務状況の情報が含まれます。  

## 4.1 信用情報機関残高データの概観",26,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m26
"## 5. クレジットカード残高のデータ探索

借入申請者の持つホーム・クレジット社製クレジットカードの各月の残高情報。  
このテーブルには、借入申請者の持つホーム・クレジット社製クレジットカード (消費者金融・キャッシュローン) の各月の残高が1行ずつ記録されています。  
テーブルの各列には、あるクレジットカードのx月 (借入申請からxヶ月前) の債務状況の情報が含まれます。 

## 5.1 クレジットカード残高データの概観",27,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m27
"## 6. POSキャッシュ残高のデータ探索

借入申請者の持つホーム・クレジットに関する過去のPOSとキャッシュローンの各月の残高情報。  
テーブルの各列には、あるローンのx月 (借入申請からxヶ月前) の債務状況の情報が含まれます。 
このテーブルには、ローン の各月の残高が1行ずつ記録されています。  
(訳注: よくわかりませんでした)

## 6.1 POSキャッシュ残高データの概観",28,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m28
"## 7. 過去の借入申請書のデータ探索

## 7.1  過去の借入申請書データの概観",29,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m29
"## 7.2 過去の借入申請書の契約状況の分布
- 契約状況:  受理、拒否...",30,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m30
">-  多くの人が過去に申請が受理されている (62%)。一方で19%がキャンセル、17%が拒否となっている。

## 7.3 過去の借入申請書の同伴者の分布",31,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m31
">- 過去の申請書の同伴者の多くが同伴者なしであり (60%)、家族がそれに続く (25%)。

## 7.4 過去の借入申請書の顧客タイプ",32,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m32
">- 過去の借入申請者の74%がリピーターで18%が新規、8%が再登録? (refreshed)である。

## 7.5 チャネルタイプ
- チャネルタイプ: どの方法で借入申請書を受け取ったか",33,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m33
"## 8. 分割支払のデータ探索
## 8.1 分割支払データの概観",34,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m34
"## 9. ベースライン・モデル

### 9.1 前処理",35,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m35
"### 9.2 カテゴリ変数の処理

より良い処理をしたければOliverの素晴らしいkernelを見に行ってください: https://www.kaggle.com/ogrellier/good-fun-with-ligthgbm ",36,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m36
### 9.3 データセットを一箇所にまとめる,37,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m37
### 9.4 validationデータの作成,38,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m38
### 9.5 モデル (Light GBM)の学習,39,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m39
### 9.6 特徴量の重要度,40,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m40
### 9.7 推定,41,osciiart,homecreditrisk-extensive-eda-baseline-model-jp,osciiart_homecreditrisk-extensive-eda-baseline-model-jp_m41
"[""There are many different method's to select the important features from a dataset. In this notebook I will show a quick way to select important features with the use of Boruta.\n"", '\n', 'Boruta tries to find all relevant features that carry information to make an accurate classification. You can read more about Boruta [here](http://danielhomola.com/2015/05/08/borutapy-an-all-relevant-feature-selection-method/)\n', '\n', ""Let's start by doing all necessary imports.""]",0,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m0
"[""Next we load only the 'application_train' data as this is to demonstrate Boruta only. ""]",1,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m1
['All categorical values will be one-hot encoded.'],2,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m2
['Get all feature names from the dataset'],3,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m3
['Replace all missing values with the Mean.'],4,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m4
['Get the final dataset *X* and labels *Y*'],5,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m5
['Next we setup the *RandomForrestClassifier* as the estimator to use for Boruta. The *max_depth* of the tree is advised on the Boruta Github page to be between 3 to 7.'],6,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m6
"[""Next we setup Boruta. It uses the *scikit-learn* interface as much as possible so we can use *fit(X, y), transform(X), fit_transform(X, y)*. I'll let it run for a maximum of *max_iter = 50* iterations. With *perc = 90* a threshold is specified. The lower the threshold the more features will be selected. I usually use a percentage between 80 and 90. ""]",7,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m7
['After Boruta has run we can transform our dataset.'],8,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m8
['And we create a list of the feature names if we would like to use them at a later stage.'],9,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m9
"['So I hope you enjoyed my very first Kaggle Kernel :-)\n', 'Let me know if you have any feedback or suggestions.']",10,rsmits,feature-selection-with-boruta,rsmits_feature-selection-with-boruta_m10
,0,scirpus,pure-gp-with-logloss,scirpus_pure-gp-with-logloss_m0
,0,scirpus,pure-gp-with-mean-squared-error,scirpus_pure-gp-with-mean-squared-error_m0
[' # Exploratory analysis on credit risk analysis datasets'],0,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m0
"['In the below notebook you will learn how to do exploratory analysis for any credit risk analysis problem. The dataset that we have taken is from the famous competition problem of Home Credit.\n', '\n', '**About Home Credit**\n', 'Home Credit strives to broaden financial inclusion for the unbanked population by providing a positive and safe borrowing experience. They wish to find out which customer is likely to default so that they can accordingly decide the customers they wish to lend to']",1,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m1
"[""- <a href='#1'>1. Importing necessary libraries and packages and reading files</a>  \n"", ""- <a href='#2'>2. Handling non-numerical variables</a>\n"", ""- <a href='#3'>3. Aligning Training and Testing Data</a>\n"", ""- <a href='#4'> 4. Handling missing values (using Iterative Imputer)</a>\n"", ""- <a href='#5'>5. Outlier Detection (using Isolation Forest)</a>\n"", ""  - <a href='#5-1'>5.1 Anomaly detection</a>\n"", ""- <a href='#6'>6. Missing data in application_train</a>\n"", ""- <a href='#7'>7. Duplicate data in application_train</a>\n"", ""- <a href='#8'>8. Checking for data imbalance</a>\n"", ""- <a href='#9'>9. Exploratory Data Analysis for application_train by visualisation</a>\n"", ""   - <a href='#9.1'>9.1. Distribution of income</a>\n"", ""   - <a href='#9.2'>9.2. Distribution of credit</a>\n"", ""   - <a href='#9.3'>9.3. Distribution of loan types</a>\n"", ""   - <a href='#9.4'>9.4. Distribution of NAME_INCOME_TYPE</a>\n"", ""   - <a href='#9.5'>9.5. Distribution of NAME_TYPE_SUITE</a>\n"", ""   - <a href='#9.6'>9.6. Distribution of NAME_EDUCATION_TYPE</a>\n"", ""   - <a href='#9.7'>9.7. Effect of marital status on ability to pay back loans</a>\n"", ""   - <a href='#9.8'>9.8. Distribution of NAME_HOUSING_TYPE</a>\n"", ""   - <a href='#9.9'>9.9. Distribution of Age</a>\n"", ""   - <a href='#9.10'>9.10. Effect of OCCUPATION_TYPE on default \n"", ""- <a href='#10'>10. Preparation of Data</a>\n"", ""   - <a href='#10.1'>10.1. Feature Engineering of Application data </a>\n"", ""   - <a href='#10.2'>10.2 Using Bureau Data</a>\n"", ""   - <a href='#10.3'>10.3. Using Previous Application Data</a>\n"", ""   - <a href='#10.4'>10.4. Using POS_CASH_balance data</a>\n"", ""   - <a href='#10.5'>10.5 Using installments_payments data</a>\n"", ""   - <a href='#10.6'>10.6. Using Credit card balance data </a>\n"", ""- <a href='#11'>11. Dividing data into train, valid and test   </a>\n"", ""- <a href='#12'>12. Feature Selection using Information Value and Weight of Evidence </a>\n"", ""- <a href='#13'> 13. Data Imputation before applying machine learning algorithms</a>\n"", ""- <a href='#14'>14. Applying Machine Learning Algorithms </a>\n"", ""  - <a href='#14.1'>14.1. Applying Logistic Regression</a>\n"", ""  - <a href='#14.2'>14.2. Applying XGBoost </a>\n"", ""  - <a href='#14.3'>14.3. Applying CATBOOST</a>\n"", ""  - <a href='#14.4'>14.4. Applying LightGBM</a>\n"", ""  - <a href='#14.5'>14.5. Applying RandomForest</a>\n"", ""- <a href='#15'> 15. Evaluating machine learning algorithms accuracy on training and testing sets </a>\n"", ""- <a href='#16'> 16. Optimising selected machine learning model further by choosing best hyperparameters </a>\n"", ""- <a href='#17'> 17. Final Predictions </a>""]",2,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m2
"['## <a id=""1""> 1. Importing necessary libraries and packages and reading files</a>']",3,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m3
"['## <a id=""2""> 2. Handling non-numerical variables</a>\n', 'Machines can understand only numbers. Hence let us convert all non-numeric columns into numbers. Categorical variables will be converted into dummy columns , ordinal variables are converted into numbers by mapping and variables which are non-numeric and cannot be converted into numbers will be dropped from the model.']",4,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m4
"['### <a id=""3""> 3. Aligning Training and Testing Data</a>\n', '\n', 'There need to be the same features (columns) in both the training and testing data.\n', 'One-hot encoding has created more columns in the training data because there were some categorical variables\n', 'with categories not represented in the testing data. To remove the columns in the training data that are not in the testing\n', 'data, we need to `align` the dataframes. First we extract the target column from the training data (because this is not in\n', 'the testing data but we need to keep this information). When we do the align, we must make sure to set `axis = 1` \n', 'to align the dataframes based on the columns and not on the rows!\n']",5,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m5
['The training and testing datasets now have the same features which is required for machine learning. The number of features has grown significantly due to one-hot encoding. At some point we probably will want to try [dimensionality reduction (removing features that are not relevant)](https://en.wikipedia.org/wiki/Dimensionality_reduction) to reduce the size of the datasets.'],6,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m6
"['### <a id=""4""> 4. Handling missing values (using Iterative Imputer) prior to outlier detection </a>\n', '\n', 'We need to handle our missing values before we can do any kind of outlier detection.\n', ""There are many ways to handle missing values. We can use fillna() and replace missing values with data's mean, median or most frequent value. The approach that we shall use below will be Iterative Imputer. Iterative imputer will consider the missing variable to be the dependent variable and all the other features will be independent variables. So there will be a regression and the independent variables will be used gto determine the dependent variable (which is the missing feature).""]",7,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m7
"['###  <a id=""5"">5. OUTLIERS DETECTION</a>\n', '\n', 'In statistics, an outlier is an observation point that is distant from other observations. There are many ways for outlier detection. \n', '\n', '**Visual methods to spot and remove outliers**\n', '1. Box-plot\n', '2. Scatter plots\n', '\n', '**Outliers detection and removal using mathematical function**\n', '1. Z-score: Threshold of -3 to 3 is taken, and any point with z score not in this range is removed as an outlier.\n', '2. IQR Score : This works similar to a box plot and z - score in the sense that a threshold IQR value is defined. IQR is the first quartile subtracted from the third quartile. Any point below the threshold IQR is removed. \n', '\n', '\n', '**Clustering methods for outlier detection**\n', '1. DBScan clustering (making clusters around data points). Minimum number of points are required to be in a cluster. There will be points that do not belong to any cluster or else points which are single in an entire cluster. So we can remove such noise points.  \n', '2. Isolation Forest: Isolation Forest will output the predictions for each data point in an array. If the result is -1, it means that this specific data point is an outlier. If the result is 1, then it means that the data point is not an outlier\n', '\n', 'Here we shall use Isolation Forest method because it can handle missing values well and does not require scaling of inputs. ']",8,shailaja4247,tackle-any-credit-risk-analysis-problem-homecredit,shailaja4247_tackle-any-credit-risk-analysis-problem-homecredit_m8
